sampleId	species_name	species_initial	Experimental_condition	type	Line_origin	Research_Team	Set	latitude	longitude	altitude	continent	country_code	state_province_code	city	locale	collection_day	collection_month	collection_year	date	bio_rep	tech_rep	fruit_type	FR	RR
D_mel.adult.US-KY-Lex.15_7_2019.exp.61_A3-3.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	61_A3-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_61_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_61_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.62_A3-4.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	62_A3-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_62_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_62_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.63_A3-5.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	63_A3-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_63_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_63_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.64_A3-6.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	64_A3-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_64_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_64_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.65_A3-7.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	65_A3-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_65_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_65_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.66_A3-8.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	66_A3-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_66_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_66_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.67_A3-9.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	67_A3-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_67_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_67_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.68_A4-2.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	68_A4-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_68_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_68_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.69_A4-4.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	69_A4-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_69_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_69_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.70_A4-6.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	70_A4-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_70_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_70_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.71_A4-7.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	71_A4-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_71_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_71_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.72_A4-8.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	72_A4-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_72_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_72_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.73_A4-9.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	73_A4-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_73_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_73_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.adult.US-KY-Lex.15_7_2019.exp.74_A4-10.1	drosophila_melanogaster	mel	adult	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	74_A4-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_74_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_74_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.75_CS1-1.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	75_CS1-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_75_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_75_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.76_CS1-6.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	76_CS1-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_76_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_76_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.77_CS1-8.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	77_CS1-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_77_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_77_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.78_CS2-1.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	78_CS2-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_78_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_78_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.79_CS2-3.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	79_CS2-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_79_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_79_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.80_CS2-4.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	80_CS2-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_80_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_80_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.81_CS2-5.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	81_CS2-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_81_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_81_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.82_CS3-1.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	82_CS3-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_82_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_82_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.83_CS3-5.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	83_CS3-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_83_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_83_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.84_CS3-9.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	84_CS3-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_84_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_84_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.85_CS4-1.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	85_CS4-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_85_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_85_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.86_CS4-6.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	86_CS4-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_86_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_86_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.87_CS4-7.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	87_CS4-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_87_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_87_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.cold_shock.US-KY-Lex.15_7_2019.exp.88_CS4-9.1	drosophila_melanogaster	mel	cold_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	88_CS4-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_88_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_88_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.89_HS1-1.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	89_HS1-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_89_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_89_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.90_HS1-2.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	90_HS1-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_90_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_90_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.91_HS1-4.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	91_HS1-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_91_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_91_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.92_HS1-6.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	92_HS1-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_92_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_92_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.93_HS1-7.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	93_HS1-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_93_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_93_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.94_HS1-9.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	94_HS1-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_94_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_94_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.95_HS1-10.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	95_HS1-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_95_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_95_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.96_HS2-2.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	96_HS2-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_96_CKDL230019813-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_96_CKDL230019813-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.97_HS2-4.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	97_HS2-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_97_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_97_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.98_HS2-5.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	98_HS2-5	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_98_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_98_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.99_HS2-6.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	99_HS2-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_99_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_99_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.100_HS2-8.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	100_HS2-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_100_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_100_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.101_HS2-9.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	101_HS2-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_101_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_101_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.102_HS2-10.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	102_HS2-10	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_102_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_102_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.103_HS3-1.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	103_HS3-1	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_103_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_103_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.104_HS3-2.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	104_HS3-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_104_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_104_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.105_HS3-3.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	105_HS3-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_105_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_105_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.106_HS3-6.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	106_HS3-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_106_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_106_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.107_HS3-8.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	107_HS3-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_107_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_107_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.108_HS3-9.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	108_HS3-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_108_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_108_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.109_HS4-2.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	109_HS4-2	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_109_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_109_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.110_HS4-3.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	110_HS4-3	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_110_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_110_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.111_HS4-4.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	111_HS4-4	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_111_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_111_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.112_HS4-6.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	112_HS4-6	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_112_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_113_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.113_HS4-7.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	113_HS4-7	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_113_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_113_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.114_HS4-8.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	114_HS4-8	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_114_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_114_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
D_mel.heat_shock.US-KY-Lex.15_7_2019.exp.115_HS4-9.1	drosophila_melanogaster	mel	heat_shock	exp	experimental_evo	Teets	UKY_EE_set	38.040	84.5037	978	North_America	US	US-KY	Lexington	US-KY-Lex	15	7	2019	15_7_2019	115_HS4-9	1	banana_peach	/netfiles/thermofly/input_fastq.final/LU_115_CKDL230019814-1A_HCNVLDSX7_L3_1.fq.gz	/netfiles/thermofly/input_fastq.final/LU_115_CKDL230019814-1A_HCNVLDSX7_L3_2.fq.gz
